timestamp,rsa,connect_time,read_time
2024-11-12 16:20:58.828233,3072,0.6169478893280029,0.6963448524475098
2024-11-12 16:26:26.813247,2048,0.46552395820617676,1.0216200351715088
2024-11-12 16:31:54.458643,1024,0.5019738674163818,0.8631858825683594
2024-11-12 16:37:22.394576,4096,0.5497820377349854,0.5986640453338623
2024-11-12 16:42:49.885811,2048,0.30620694160461426,0.44499778747558594
2024-11-12 16:48:17.340954,2048,0.7226970195770264,1.6082510948181152
2024-11-12 16:53:45.021087,3072,0.493790864944458,0.5740668773651123
2024-11-12 16:59:12.148957,2048,0.4251060485839844,0.5562751293182373
2024-11-12 17:04:38.965641,3072,0.5469069480895996,0.6215028762817383
2024-11-12 17:10:05.783339,2048,0.2909379005432129,0.36440205574035645
2024-11-12 17:15:32.618409,2048,0.30680298805236816,0.35866808891296387
2024-11-12 17:20:59.721743,2048,0.40747785568237305,0.46695804595947266
2024-11-12 17:26:27.332625,2048,0.34348106384277344,0.4674849510192871
2024-11-12 17:31:55.327519,2048,0.3674931526184082,0.5749571323394775
2024-11-12 17:37:22.463767,2048,0.26047301292419434,0.3527860641479492
2024-11-12 17:42:49.704912,2048,0.3008420467376709,0.36226916313171387
2024-11-12 17:48:17.232240,2048,0.35729503631591797,0.5648889541625977
2024-11-12 17:53:44.861304,2048,0.2641429901123047,0.31665992736816406
2024-11-12 17:59:11.615403,2048,0.3725719451904297,0.48116493225097656
2024-11-12 18:04:39.793807,2048,0.30626606941223145,0.37336111068725586
2024-11-12 18:10:07.669182,2048,0.4144411087036133,0.5364029407501221
2024-11-12 18:15:35.808802,2048,0.3185122013092041,0.3762640953063965
2024-11-12 18:21:04.188388,2048,0.37056517601013184,0.45917320251464844
2024-11-12 18:26:32.389202,2048,0.27737998962402344,0.3626279830932617
2024-11-12 18:32:01.845162,2048,0.3358280658721924,0.5444869995117188
2024-11-12 18:37:30.946481,2048,0.315187931060791,0.4196288585662842
2024-11-12 18:42:58.663717,2048,0.24204611778259277,0.26127004623413086
2024-11-12 18:48:26.232895,2048,0.38553380966186523,0.45645689964294434
2024-11-12 18:53:54.133174,2048,0.33226990699768066,0.3886709213256836
2024-11-12 18:59:22.877028,2048,0.3627200126647949,0.4724700450897217
2024-11-12 19:04:50.449760,2048,0.49408793449401855,0.6059539318084717
2024-11-12 19:10:17.938871,2048,0.2931709289550781,0.368027925491333
2024-11-12 19:15:46.097208,2048,0.24441099166870117,0.30011510848999023
2024-11-12 19:21:14.196371,2048,0.2514801025390625,0.31964802742004395
2024-11-12 19:26:42.259157,2048,0.2756829261779785,0.32723402976989746
2024-11-12 19:32:10.389622,2048,0.2674591541290283,0.3714160919189453
2024-11-12 19:37:38.618437,2048,0.27634286880493164,0.3401329517364502
2024-11-12 19:43:06.833622,2048,0.26086902618408203,0.33721494674682617
2024-11-12 19:48:33.971540,2048,0.25608396530151367,0.3206350803375244
2024-11-12 19:54:01.231137,2048,0.28729987144470215,0.40668201446533203
2024-11-12 19:59:28.440228,2048,0.20911502838134766,0.27087998390197754
