timestamp,generation,fitness,rsa,signature,connect_time,read_time,number_nodes,period,avg_cpu,avg_memory
2024-11-14 12:18:28.924682,0,122.43185603786898,1024,Sha1,0.3044261932373047,0.43042802810668945,1500,2000,6.318800749531544,2.1144889912554654
2024-11-14 12:23:56.522337,0,143.84669542601526,1024,Sha1,0.2699880599975586,0.33739209175109863,1400,2500,6.4797001873828854,-19.333775765146783
2024-11-14 12:29:24.418154,0,117.5282913494527,1024,Sha224,0.3210139274597168,0.4142780303955078,1400,1000,6.664834478450968,6.671582214241099
2024-11-14 12:34:52.635960,0,135.68693196316352,1024,Sha384,0.2636871337890625,0.38172006607055664,1500,2500,7.2632104934415995,-11.995549656464709
2024-11-14 12:40:21.578300,0,117.37014883864602,3072,Sha256,0.5230391025543213,0.6376521587371826,1500,500,7.3467207995003125,5.722439100562148
2024-11-14 12:45:50.272076,0,120.93309234342748,2048,Sha512,0.3873870372772217,0.5068199634552002,1607,3000,6.787320424734541,2.985380231105559
2024-11-14 12:51:18.921637,0,126.45534725230905,3072,Sha384,0.47800683975219727,0.5399789810180664,1200,1000,7.551967520299813,-3.425300593379138
2024-11-14 12:56:47.315913,0,137.61781770836035,1024,Sha224,0.29018497467041016,0.5386810302734375,1607,1000,6.89262960649594,-13.739313319800125
2024-11-14 13:02:15.702745,0,125.37827232671782,4096,Sha224,0.5707900524139404,0.6272571086883545,1400,1500,6.665584009993754,-1.6419034978138662
2024-11-14 13:07:43.991906,0,122.23776588186779,1024,Sha512,0.3017408847808838,0.3831138610839844,1300,3000,6.393816364772017,2.2835630074953155
2024-11-14 13:13:12.334394,0,147.89578929170827,3072,Sha384,0.5166068077087402,0.5880489349365234,1200,1500,6.575702685821362,-23.97614772017489
2024-11-14 13:18:40.748480,0,190.4096601755153,2048,Sha384,0.38474106788635254,0.5730819702148438,1400,1500,6.577076826983135,-66.34456004059963
2024-11-14 13:24:09.298000,0,108.77072804630882,3072,Sha256,0.45383715629577637,0.6069931983947754,1607,500,6.745409119300437,15.023032479700188
2024-11-14 13:29:37.413315,0,118.03957810080252,1024,Sha384,0.3253340721130371,0.38857197761535645,1200,2500,6.209931292941912,6.63658455652717
2024-11-14 13:35:05.870132,0,113.4775215442593,4096,Sha384,0.6962621212005615,0.7681920528411865,1300,3000,6.155340412242349,10.50268386945659
2024-11-14 13:40:34.229303,0,122.51101582066704,2048,Sha512,0.33229589462280273,0.42009592056274414,1200,3000,6.540537164272329,1.796055199875078
2024-11-14 13:46:03.019697,0,100.86436410930142,4096,Sha512,1.0839769840240479,1.172684907913208,1400,3000,6.587757651467832,23.20454013116802
2024-11-14 13:51:31.398170,0,132.24640577972718,2048,Sha256,0.4250450134277344,0.547307014465332,1300,2500,6.370955652717052,-7.989713460337289
2024-11-14 13:56:59.819919,0,136.9858461752897,2048,Sha1,0.4452629089355469,0.5479450225830078,1200,1500,6.602061211742662,-12.981115318550906
2024-11-14 14:02:28.027275,0,141.69001075249028,1024,Sha224,0.2953779697418213,0.5269238948822021,1607,2500,6.541036851967521,-17.453349469081825
2024-11-14 14:07:56.263559,1,113.57658953014423,1024,Sha512,0.2528989315032959,0.5278370380401611,1400,3000,7.0159900062460965,10.226684494066209
2024-11-14 14:13:24.943203,1,128.42151771324416,2048,Sha224,0.48740696907043457,0.6367850303649902,1607,1000,7.625983760149907,-5.571693472829481
2024-11-14 14:18:53.411133,1,146.5830765446896,3072,Sha224,0.491563081741333,0.5987110137939453,1500,1000,7.32311055590256,-23.39646119612742
2024-11-14 14:24:20.939460,1,144.91728240837537,1024,Sha256,0.273205041885376,0.3790550231933594,1400,500,6.6522173641474085,-20.6217598376015
2024-11-14 14:29:49.688399,1,110.25557327660674,4096,Sha512,0.6851730346679688,0.7686560153961182,1400,3000,7.852467207995002,12.038130465334167
2024-11-14 14:35:17.092915,1,137.02465758916367,2048,Sha512,0.35946011543273926,0.46718811988830566,1607,3000,6.9898813241723925,-13.241187148657088
2024-11-14 14:40:44.417350,1,134.64566146545602,4096,Sha512,0.6275930404663086,0.718937873840332,1400,3000,7.1399750156152395,-11.532167395377888
2024-11-14 14:46:12.015217,1,133.75527336354708,2048,Sha512,0.3375990390777588,0.44026899337768555,1200,3000,7.820986883198002,-10.754128279200499
2024-11-14 14:51:39.824028,1,96.6940888913552,3072,Sha256,0.5714080333709717,0.6998879909515381,1607,500,7.83841349156777,25.796201592754528
2024-11-14 14:57:08.495182,1,117.27920397279561,3072,Sha1,0.4564650058746338,0.5403518676757812,1607,500,7.956777014366021,5.367202139287945
2024-11-14 15:02:36.327890,1,132.37002708868712,2048,Sha224,0.2529489994049072,0.4615628719329834,1607,1000,7.8574640849469075,-9.342003044971893
2024-11-14 15:08:04.047353,1,148.54276656776872,1024,Sha512,0.22630882263183594,0.3065218925476074,1400,3000,7.818301061836354,-25.29389834478451
2024-11-14 15:13:31.875214,1,183.56001502804875,4096,Sha512,0.5654928684234619,0.6244218349456787,1400,3000,7.576764522173641,-60.7266942535915
2024-11-14 15:18:59.553553,1,83.88334248266987,4096,Sha224,0.6133589744567871,0.7124490737915039,1400,1500,7.113366645846346,39.27748282323548
2024-11-14 15:24:26.788476,1,128.48295244610662,1024,Sha512,0.28528499603271484,0.33539700508117676,1200,3000,6.902810743285446,-4.406445190505933
2024-11-14 15:29:53.788632,1,149.17290564682395,4096,Sha384,0.589163064956665,0.6533708572387695,1400,2500,6.486383510306059,-25.301823079325423
2024-11-14 15:35:20.964715,1,118.82674116730912,1024,Sha256,0.21241998672485352,0.2688767910003662,1300,500,6.691068082448468,5.600893972517177
2024-11-14 15:40:48.368680,1,121.29937727893612,3072,Sha512,0.5980689525604248,0.7833099365234375,1607,3000,7.218051217988756,1.7011926139912554
2024-11-14 15:46:15.406981,1,149.9724566905518,1024,Sha512,0.2759420871734619,0.3796091079711914,1400,500,7.02579637726421,-26.05380426296065
2024-11-14 15:51:43.413057,1,130.89293414180838,3072,Sha224,0.5016140937805176,0.5959811210632324,1607,1000,7.523235477826359,-7.913764834478451
2024-11-14 15:57:11.605073,2,128.44531150879823,4096,Sha256,0.6341049671173096,0.7737319469451904,1400,500,7.155902560899437,-5.4090509837601495
2024-11-14 16:02:39.411738,2,137.62215015031936,3072,Sha512,0.4459269046783447,0.5270919799804688,1607,3000,6.734228607120549,-13.729397642098688
2024-11-14 16:08:07.364657,2,92.49534408100541,4096,Sha224,0.8482320308685303,1.0046210289001465,1400,1000,6.958525921299188,30.798983057464085
2024-11-14 16:13:34.978860,2,152.10608021791546,2048,Sha224,0.3286900520324707,0.42739009857177734,1607,1500,7.485946283572767,-28.748106652092442
2024-11-14 16:19:02.594743,2,72.7191112585026,3072,Sha256,0.4972209930419922,0.6132469177246094,1607,500,7.163397876327295,50.6070229544035
2024-11-14 16:24:30.631928,2,144.72440980923767,3072,Sha256,0.4649331569671631,0.5764069557189941,1607,500,7.5114928169893815,-21.67724273891318
2024-11-14 16:29:57.729556,2,130.42430279578068,3072,Sha512,0.48356103897094727,0.6464049816131592,1607,3000,6.676577139287946,-6.630845955652717
2024-11-14 16:35:25.324489,2,138.41934209370302,4096,Sha256,0.652911901473999,0.7889928817749023,1400,500,7.2263585259213,-15.487605402873204
2024-11-14 16:40:53.013733,2,87.8970474596101,3072,Sha224,0.5795650482177734,0.7666690349578857,1607,1500,7.450156152404747,34.90656230480949
2024-11-14 16:46:21.419918,2,76.20834373373452,4096,Sha256,0.6592779159545898,0.7589027881622314,1400,500,8.380886945658963,45.59258861648969
2024-11-14 16:51:50.335729,2,118.9171562846194,4096,Sha512,1.8030850887298584,2.924468994140625,1400,3000,7.830605871330418,6.379791926920674
2024-11-14 16:57:19.047960,2,93.8287639293873,4096,Sha512,0.5456650257110596,0.6113650798797607,1400,3000,7.636789506558401,28.97741645846346
2024-11-14 17:02:47.828426,2,125.23765885792696,4096,Sha512,0.606348991394043,0.6496679782867432,1400,3000,7.640287320424735,-2.5339631480324796
2024-11-14 17:08:16.404250,2,112.04882440367464,4096,Sha224,0.628464937210083,0.6838130950927734,1400,1500,7.74366021236727,10.495237351655215
2024-11-14 17:13:43.813354,2,168.5552214399418,2048,Sha224,0.3457210063934326,0.39136314392089844,1200,1500,6.934041224234854,-44.626346814490944
2024-11-14 17:19:10.677691,2,142.61886169390706,4096,Sha512,0.5871109962463379,0.6632418632507324,1400,3000,6.479575265459089,-18.74878981886321
2024-11-14 17:24:37.404822,2,143.81309753783717,3072,Sha224,0.43454909324645996,0.5183570384979248,1607,1500,6.80630855715178,-19.97231222673329
2024-11-14 17:30:04.799680,2,108.75726090064278,4096,Sha256,0.6353399753570557,0.6964430809020996,1400,500,6.500874453466584,15.010081589631481
2024-11-14 17:35:31.868670,2,132.59864924846033,2048,Sha512,0.3028709888458252,0.3706319332122803,1607,3000,6.794128669581513,-8.466280840099937
2024-11-14 17:40:59.711780,2,142.26542539447644,4096,Sha224,0.5928459167480469,0.644556999206543,1400,1000,6.86689569019363,-18.76972400062461
2024-11-14 17:46:27.411647,3,135.4106170286468,4096,Sha224,0.6351568698883057,0.7075228691101074,1400,1500,7.551467832604622,-12.704764600249844
