timestamp,cpu_usage,memory_usage
2024-11-12 20:23:29.659284,0.2,245.84375
2024-11-12 20:23:29.862360,2.1,0.03125
2024-11-12 20:23:30.069828,16.5,-1.890625
2024-11-12 20:23:30.273562,12.4,-1.96875
2024-11-12 20:23:30.477022,1.1,-2.0
2024-11-12 20:23:30.682231,0.3,-2.0
2024-11-12 20:23:30.885882,2.0,-1.921875
2024-11-12 20:23:31.090547,28.6,-1.90625
2024-11-12 20:23:31.295270,0.6,-1.921875
2024-11-12 20:23:31.499067,0.7,-2.53125
2024-11-12 20:23:31.704866,0.8,-2.515625
2024-11-12 20:23:31.910467,1.5,-4.046875
2024-11-12 20:23:32.116030,30.6,-3.90625
2024-11-12 20:23:32.321621,0.5,-3.90625
2024-11-12 20:23:32.526509,0.7,-3.9375
2024-11-12 20:23:32.731978,1.4,-3.90625
2024-11-12 20:23:32.936413,1.0,-3.90625
2024-11-12 20:23:33.142562,31.6,-3.8125
2024-11-12 20:23:33.350917,0.8,-3.84375
2024-11-12 20:23:33.555758,0.3,-4.96875
2024-11-12 20:23:33.759592,1.5,-4.9375
2024-11-12 20:23:33.963936,0.7,-4.9375
2024-11-12 20:23:34.168363,20.9,-4.84375
2024-11-12 20:23:34.372220,0.8,-4.875
2024-11-12 20:23:34.577014,0.3,-4.875
2024-11-12 20:23:35.088229,13.6,-0.46875
2024-11-12 20:23:35.289305,93.3,16.21875
2024-11-12 20:23:35.492670,60.3,23.953125
2024-11-12 20:23:35.696646,1.2,23.921875
2024-11-12 20:23:35.902415,2.1,23.953125
2024-11-12 20:23:36.107818,30.4,23.984375
2024-11-12 20:23:36.310484,0.3,23.984375
2024-11-12 20:23:36.513998,1.0,23.734375
2024-11-12 20:23:36.715812,0.5,23.765625
2024-11-12 20:23:36.919279,0.5,23.765625
2024-11-12 20:23:37.121775,34.5,23.796875
2024-11-12 20:23:37.324552,1.4,23.828125
2024-11-12 20:23:37.528046,0.7,23.796875
2024-11-12 20:23:37.733204,1.5,23.453125
2024-11-12 20:23:37.939320,0.9,23.453125
2024-11-12 20:23:38.143859,23.0,23.90625
2024-11-12 20:23:38.348501,3.5,23.875
2024-11-12 20:23:38.551831,0.9,23.875
2024-11-12 20:23:38.757313,1.5,23.90625
2024-11-12 20:23:38.963428,1.0,23.90625
2024-11-12 20:23:39.169244,31.0,23.921875
2024-11-12 20:23:39.373861,2.0,23.890625
2024-11-12 20:23:39.578039,0.2,23.890625
2024-11-12 20:23:39.782337,0.9,23.921875
2024-11-12 20:23:39.987494,1.1,23.890625
2024-11-12 20:23:40.193845,28.1,23.9375
2024-11-12 20:23:40.398842,1.8,23.921875
2024-11-12 20:23:40.603796,0.2,23.921875
2024-11-12 20:23:40.807878,1.6,23.953125
2024-11-12 20:23:41.014711,6.4,23.9375
2024-11-12 20:23:41.218696,25.4,24.0
2024-11-12 20:23:41.423324,3.4,24.015625
2024-11-12 20:23:41.629909,0.3,23.171875
2024-11-12 20:23:41.836001,1.7,23.203125
2024-11-12 20:23:42.040902,14.4,23.203125
2024-11-12 20:23:42.245743,18.6,22.5
2024-11-12 20:23:42.449702,1.9,22.515625
2024-11-12 20:23:42.656811,0.2,22.515625
2024-11-12 20:23:42.862218,1.8,22.546875
2024-11-12 20:23:43.065388,32.6,22.734375
2024-11-12 20:23:43.270421,3.7,22.734375
2024-11-12 20:23:43.475658,1.9,22.703125
2024-11-12 20:23:43.681449,0.2,22.703125
2024-11-12 20:23:43.886867,1.9,22.734375
2024-11-12 20:23:44.089827,24.0,22.75
2024-11-12 20:23:44.293403,0.6,22.75
2024-11-12 20:23:44.496592,3.6,22.71875
2024-11-12 20:23:44.702526,0.9,22.734375
2024-11-12 20:23:44.907484,1.4,22.75
2024-11-12 20:23:45.113206,21.7,22.765625
2024-11-12 20:23:45.315636,0.8,22.734375
2024-11-12 20:23:45.519974,1.0,22.78125
2024-11-12 20:23:45.724382,1.4,22.8125
2024-11-12 20:23:45.932656,1.0,22.8125
2024-11-12 20:23:46.137628,30.1,22.828125
2024-11-12 20:23:46.343761,0.9,22.796875
2024-11-12 20:23:46.547343,1.2,22.8125
2024-11-12 20:23:46.753603,1.6,22.84375
2024-11-12 20:23:46.959405,1.1,22.84375
2024-11-12 20:23:47.165687,26.2,22.859375
2024-11-12 20:23:47.369976,3.7,22.828125
2024-11-12 20:23:47.574779,1.4,22.875
2024-11-12 20:23:47.780942,1.6,22.90625
2024-11-12 20:23:47.987409,1.7,22.875
2024-11-12 20:23:48.193740,38.0,22.90625
2024-11-12 20:23:48.398535,2.3,22.90625
2024-11-12 20:23:48.604464,0.3,22.90625
2024-11-12 20:23:48.812056,1.6,22.9375
2024-11-12 20:23:49.017887,7.6,22.9375
2024-11-12 20:23:49.221525,25.4,22.953125
2024-11-12 20:23:49.426277,2.0,22.921875
2024-11-12 20:23:49.633890,0.3,22.921875
2024-11-12 20:23:49.839889,1.6,22.953125
2024-11-12 20:23:50.044444,7.2,22.953125
2024-11-12 20:23:50.249260,24.6,22.984375
2024-11-12 20:23:50.454467,5.0,22.953125
2024-11-12 20:23:50.659915,0.2,22.953125
2024-11-12 20:23:50.862122,1.0,22.984375
2024-11-12 20:23:51.065725,21.7,23.0
2024-11-12 20:23:51.268583,0.6,22.984375
2024-11-12 20:23:51.472308,1.8,22.953125
2024-11-12 20:23:51.677927,0.3,22.953125
2024-11-12 20:23:51.884561,2.1,22.984375
2024-11-12 20:23:52.090027,29.6,23.046875
2024-11-12 20:23:52.295240,0.6,23.046875
2024-11-12 20:23:52.499321,2.1,23.046875
2024-11-12 20:23:52.703865,0.8,23.0625
2024-11-12 20:23:52.910517,1.5,23.078125
2024-11-12 20:23:53.116248,28.4,23.203125
2024-11-12 20:23:53.320460,0.6,23.203125
2024-11-12 20:23:53.525366,3.6,23.09375
2024-11-12 20:23:53.731741,1.5,23.125
2024-11-12 20:23:53.936523,0.8,23.125
2024-11-12 20:23:54.139465,29.3,23.15625
2024-11-12 20:23:54.344771,0.9,23.125
2024-11-12 20:23:54.550251,2.0,23.171875
2024-11-12 20:23:54.756100,1.5,23.203125
2024-11-12 20:23:54.962644,1.1,23.203125
2024-11-12 20:23:55.170362,28.5,23.203125
2024-11-12 20:23:55.375078,0.9,23.171875
2024-11-12 20:23:55.580915,1.8,23.171875
2024-11-12 20:23:55.788229,1.5,23.203125
2024-11-12 20:23:55.992884,1.6,23.171875
2024-11-12 20:23:56.197624,39.0,23.3125
2024-11-12 20:23:56.399660,3.2,23.28125
2024-11-12 20:23:56.603945,0.9,23.28125
2024-11-12 20:23:56.807560,1.6,23.3125
2024-11-12 20:23:57.013173,6.4,23.296875
2024-11-12 20:23:57.220105,24.2,23.359375
2024-11-12 20:23:57.423894,0.5,22.9375
2024-11-12 20:23:57.628086,0.8,22.9375
2024-11-12 20:23:57.835040,1.5,22.96875
2024-11-12 20:23:58.039494,16.5,22.96875
2024-11-12 20:23:58.245877,15.7,21.5
2024-11-12 20:23:58.449113,2.4,21.46875
2024-11-12 20:23:58.656915,0.2,21.46875
2024-11-12 20:23:58.863099,1.7,21.5
2024-11-12 20:23:59.067834,30.6,21.53125
2024-11-12 20:23:59.275023,6.5,21.546875
2024-11-12 20:23:59.479452,4.6,21.515625
2024-11-12 20:23:59.684642,0.2,21.515625
2024-11-12 20:23:59.890669,1.9,21.546875
2024-11-12 20:24:00.097032,18.7,21.75
2024-11-12 20:24:00.301241,0.6,21.75
2024-11-12 20:24:00.505222,1.9,21.71875
2024-11-12 20:24:00.710999,0.9,21.75
2024-11-12 20:24:00.918668,1.3,21.75
2024-11-12 20:24:01.122912,31.7,21.75
2024-11-12 20:24:01.326204,0.5,21.640625
2024-11-12 20:24:01.530952,2.2,21.203125
2024-11-12 20:24:01.734941,0.8,21.234375
2024-11-12 20:24:01.939311,0.6,21.234375
2024-11-12 20:24:02.143342,21.2,21.234375
2024-11-12 20:24:02.347916,2.1,21.078125
2024-11-12 20:24:02.551261,2.5,21.125
2024-11-12 20:24:02.759534,1.4,21.15625
2024-11-12 20:24:02.966037,1.9,21.96875
2024-11-12 20:24:03.170853,31.5,23.3125
2024-11-12 20:24:03.375191,0.9,23.28125
2024-11-12 20:24:03.580423,1.9,23.28125
2024-11-12 20:24:03.787880,1.4,23.3125
2024-11-12 20:24:03.992772,1.0,23.28125
2024-11-12 20:24:04.195619,31.7,23.75
2024-11-12 20:24:04.401371,0.9,23.71875
2024-11-12 20:24:04.607184,1.8,23.71875
2024-11-12 20:24:04.812331,1.5,23.75
2024-11-12 20:24:05.018736,6.7,23.734375
2024-11-12 20:24:05.223656,23.1,23.765625
2024-11-12 20:24:05.427740,3.1,23.734375
2024-11-12 20:24:05.633164,1.5,23.734375
2024-11-12 20:24:05.838733,1.8,23.765625
2024-11-12 20:24:06.042661,14.0,23.765625
2024-11-12 20:24:06.251159,19.9,23.78125
2024-11-12 20:24:06.454543,0.5,23.75
2024-11-12 20:24:06.657153,0.6,23.75
2024-11-12 20:24:06.860603,0.7,23.78125
2024-11-12 20:24:07.062547,26.2,23.8125
2024-11-12 20:24:07.265232,0.6,23.8125
2024-11-12 20:24:07.467907,0.6,23.78125
2024-11-12 20:24:07.673138,1.1,23.828125
2024-11-12 20:24:07.877591,1.3,22.328125
2024-11-12 20:24:08.080693,22.7,22.484375
2024-11-12 20:24:08.284081,0.4,22.484375
2024-11-12 20:24:08.488817,3.6,22.453125
2024-11-12 20:24:08.694712,14.4,22.578125
2024-11-12 20:24:08.900412,1.9,22.609375
2024-11-12 20:24:09.106456,28.3,22.734375
2024-11-12 20:24:09.311705,0.4,22.703125
2024-11-12 20:24:09.515890,0.8,22.640625
2024-11-12 20:24:09.718948,3.1,22.703125
2024-11-12 20:24:09.924755,1.2,22.703125
2024-11-12 20:24:10.130383,34.8,23.984375
2024-11-12 20:24:10.335303,0.6,23.984375
2024-11-12 20:24:10.540552,0.7,23.953125
2024-11-12 20:24:10.747288,3.1,23.984375
2024-11-12 20:24:10.954679,1.0,23.984375
2024-11-12 20:24:11.161350,28.4,24.1875
2024-11-12 20:24:11.366457,3.6,23.890625
2024-11-12 20:24:11.570266,0.3,22.140625
2024-11-12 20:24:11.777210,3.1,22.1875
2024-11-12 20:24:11.980597,1.6,21.6875
2024-11-12 20:24:12.184377,30.6,21.78125
2024-11-12 20:24:12.388126,0.7,21.75
2024-11-12 20:24:12.592078,1.6,21.796875
2024-11-12 20:24:12.795822,1.6,21.765625
2024-11-12 20:24:12.999753,0.9,21.703125
2024-11-12 20:24:13.203551,20.8,21.8125
2024-11-12 20:24:13.408044,0.6,21.78125
2024-11-12 20:24:13.615199,1.3,21.71875
2024-11-12 20:24:13.817601,1.7,21.75
2024-11-12 20:24:14.021527,5.8,21.765625
2024-11-12 20:24:14.225162,13.3,21.765625
2024-11-12 20:24:14.429720,2.8,21.71875
2024-11-12 20:24:14.633291,0.9,21.765625
2024-11-12 20:24:14.838056,1.2,21.78125
2024-11-12 20:24:15.044372,11.7,21.765625
2024-11-12 20:24:15.250739,10.4,21.53125
2024-11-12 20:24:15.453961,0.7,21.125
2024-11-12 20:24:15.658036,1.2,21.125
2024-11-12 20:24:15.863126,1.1,20.328125
2024-11-12 20:24:16.066694,24.4,20.375
2024-11-12 20:24:16.270120,0.5,20.359375
2024-11-12 20:24:16.474514,0.7,20.28125
2024-11-12 20:24:16.678230,1.1,20.265625
2024-11-12 20:24:16.882390,1.5,20.25
2024-11-12 20:24:17.086833,21.8,20.265625
2024-11-12 20:24:17.290609,0.5,20.265625
2024-11-12 20:24:17.496375,2.9,20.25
2024-11-12 20:24:17.702992,2.5,20.296875
2024-11-12 20:24:17.908166,1.5,20.3125
2024-11-12 20:24:18.114294,32.7,20.109375
2024-11-12 20:24:18.319487,0.6,20.109375
2024-11-12 20:24:18.521855,0.6,20.078125
2024-11-12 20:24:18.724214,1.5,20.125
2024-11-12 20:24:18.926749,0.6,20.125
2024-11-12 20:24:19.130949,34.2,20.203125
2024-11-12 20:24:19.341171,0.5,20.203125
2024-11-12 20:24:19.543115,0.5,20.15625
2024-11-12 20:24:19.747741,3.4,20.234375
2024-11-12 20:24:19.953830,1.2,20.234375
2024-11-12 20:24:20.162514,29.5,20.390625
2024-11-12 20:24:20.368276,3.2,20.390625
2024-11-12 20:24:20.571825,0.7,20.359375
2024-11-12 20:24:20.776886,3.1,20.40625
2024-11-12 20:24:20.982719,1.8,20.375
2024-11-12 20:24:21.187454,40.6,20.875
2024-11-12 20:24:21.392791,0.8,20.84375
2024-11-12 20:24:21.597291,0.3,20.84375
2024-11-12 20:24:21.804044,2.7,20.875
2024-11-12 20:24:22.009476,2.4,20.84375
2024-11-12 20:24:22.213683,26.0,21.03125
2024-11-12 20:24:22.419476,0.7,21.0
2024-11-12 20:24:22.625691,0.3,21.0
2024-11-12 20:24:22.830913,3.5,21.046875
2024-11-12 20:24:23.035910,4.9,20.96875
2024-11-12 20:24:23.239378,14.4,21.015625
2024-11-12 20:24:23.443162,3.4,20.984375
2024-11-12 20:24:23.650123,0.1,20.984375
2024-11-12 20:24:23.854530,3.1,21.015625
2024-11-12 20:24:24.058722,21.9,21.0625
2024-11-12 20:24:24.262290,0.5,21.0625
2024-11-12 20:24:24.466606,0.6,21.03125
2024-11-12 20:24:24.670122,0.3,21.03125
2024-11-12 20:24:24.875359,3.0,21.0625
2024-11-12 20:24:25.082825,28.9,21.109375
2024-11-12 20:24:25.288234,6.1,21.125
2024-11-12 20:24:25.490271,1.5,21.09375
2024-11-12 20:24:25.695435,1.8,21.09375
2024-11-12 20:24:25.900238,1.8,21.125
2024-11-12 20:24:26.106272,33.0,21.140625
2024-11-12 20:24:26.310472,0.6,21.140625
2024-11-12 20:24:26.514709,3.2,21.109375
2024-11-12 20:24:26.723362,3.0,21.171875
2024-11-12 20:24:26.928013,0.9,21.171875
2024-11-12 20:24:27.134307,31.2,21.203125
2024-11-12 20:24:27.340579,0.8,21.0
2024-11-12 20:24:27.545514,0.3,21.0
2024-11-12 20:24:27.750923,2.7,21.03125
2024-11-12 20:24:27.957934,0.9,21.03125
2024-11-12 20:24:28.164885,18.4,21.03125
2024-11-12 20:24:28.370013,0.7,21.0
2024-11-12 20:24:28.576122,0.3,21.0
2024-11-12 20:24:28.781496,2.6,21.046875
2024-11-12 20:24:28.987583,1.7,21.015625
2024-11-12 20:24:29.191824,28.4,21.046875
2024-11-12 20:24:29.398517,2.8,6.46875
2024-11-12 20:24:29.601670,0.2,6.46875
2024-11-12 20:24:29.805076,1.8,6.515625
2024-11-12 20:24:30.009504,3.5,6.5
2024-11-12 20:24:30.212167,20.5,6.609375
2024-11-12 20:24:30.414851,0.8,6.578125
2024-11-12 20:24:30.620623,0.3,6.578125
2024-11-12 20:24:30.827868,3.2,6.65625
2024-11-12 20:24:31.031996,15.8,6.703125
2024-11-12 20:24:31.236839,16.2,7.140625
2024-11-12 20:24:31.441641,0.8,7.109375
2024-11-12 20:24:31.650428,0.4,7.109375
2024-11-12 20:24:31.861557,15.5,-3.296875
2024-11-12 20:24:32.067581,27.6,-3.265625
2024-11-12 20:24:32.270529,2.4,-3.25
2024-11-12 20:24:32.473592,3.7,-3.28125
2024-11-12 20:24:32.677526,0.3,-3.28125
2024-11-12 20:24:32.881465,3.5,-3.25
2024-11-12 20:24:33.088133,39.2,-2.921875
2024-11-12 20:24:33.294362,0.6,-2.921875
2024-11-12 20:24:33.498288,0.6,-2.953125
2024-11-12 20:24:33.702193,0.9,-2.9375
2024-11-12 20:24:33.907920,2.9,-2.921875
2024-11-12 20:24:34.113165,21.5,-2.734375
2024-11-12 20:24:34.318475,0.9,-2.765625
2024-11-12 20:24:34.522742,0.2,-2.765625
2024-11-12 20:24:34.726610,1.4,-2.734375
2024-11-12 20:24:34.939048,2.2,-2.65625
2024-11-12 20:24:35.148877,25.0,-2.65625
2024-11-12 20:24:35.351951,2.4,-2.6875
2024-11-12 20:24:35.556212,0.1,-2.6875
2024-11-12 20:24:35.758471,2.8,-2.65625
2024-11-12 20:24:35.963360,0.8,-2.65625
2024-11-12 20:24:36.171940,36.7,-2.640625
2024-11-12 20:24:36.377254,0.6,-2.671875
2024-11-12 20:24:36.580639,0.1,-2.65625
2024-11-12 20:24:36.783832,1.1,-2.625
2024-11-12 20:24:36.986263,0.6,-2.640625
2024-11-12 20:24:37.188987,17.9,-2.59375
2024-11-12 20:24:37.395545,0.8,-2.625
2024-11-12 20:24:37.601694,0.3,-2.625
2024-11-12 20:24:37.807475,3.3,-2.546875
2024-11-12 20:24:38.013351,5.1,-2.5625
2024-11-12 20:24:38.219307,26.9,-2.484375
2024-11-12 20:24:38.424276,2.6,-2.515625
2024-11-12 20:24:38.630673,0.3,-2.515625
2024-11-12 20:24:38.836900,2.5,-2.484375
2024-11-12 20:24:39.041815,16.0,-2.453125
2024-11-12 20:24:39.247578,17.1,-2.4375
2024-11-12 20:24:39.453594,0.8,-2.46875
2024-11-12 20:24:39.659374,0.2,-2.46875
